user_id;sex;age;university;graduation_year
8301;Муж;29;ТГТУ;2011
8302;Муж;27;ТПУ;2011
8303;Муж;22;БГТУ;2010
8307;Муж;36;КГУ;N/A
8310;Жен;39;КГТУ-КАИ им. Туполева;N/A
8311;Муж;40;ЛГТУ;1999
8313;Муж;28;УГЛТУ;2014
8314;Муж;36;КГСХА;2002
8316;Муж;26;СГТУ;2015
8317;Жен;34;МЭСИ;2012
8318;Муж;33;СПбГУ ИТМО;2006
8319;Муж;50;СПбГУТ им. Бонч-Бруевича;1988
8320;Муж;33;СГУТиКД;2004
8321;Муж;34;ВГУ;N/A
8323;Жен;33;БГУ им. Петровского;2005
8324;Муж;47;РГАТУ;1993
8325;Муж;34;ВлГУ;N/A
8327;Муж;43;ВолгГАСУ;2000
8328;Муж;32;МГИУ;N/A
8330;Жен;34;НГПУ;2006
8331;Муж;34;ИВЭСЭП;2004
8333;Муж;34;РГУТиС;2004
8335;Муж;59;МАИ;1985
8336;Муж;45;НГУ;1993
8337;Муж;49;СевКавГТУ;1994
8338;Жен;39;СПбГЭУ;1997
8339;Муж;27;АМИ;N/A
8340;Муж;34;ЛГТУ;2004
8341;Муж;38;ВЗФЭИ;2000
8342;Муж;30;СибГУТИ;2009
8343;Муж;26;СевКавГТУ;N/A
8345;Муж;18;СевКавГТУ;N/A
8347;Муж;23;КНИТУ-КАИ им. А. Н. Туполева;2015
8348;Муж;32;СПбГУАП;N/A
8349;Муж;27;МГУ;N/A
8350;Муж;36;СевКавГТУ;N/A
8351;Жен;34;МГТУ им. Носова;2003
8354;Жен;30;СибГТУ;N/A
8355;Муж;38;РГГУ;2014
8357;Муж;39;МТУСИ;2003
8358;Муж;25;МГТУ им. Н. Э. Баумана;2014
8359;Муж;39;МИРЭА;2000
8360;Муж;41;МГТУ Станкин;2000
8361;Муж;33;РГЭУ РИНХ;2004
8362;Муж;28;МГАКХиС;2012
8364;Муж;19;НИУ МЭИ;N/A
8366;Муж;32;СПбГУ ИТМО;2006
8367;Муж;20;Финансовый университет;N/A
8368;Жен;23;ОмГАУ;2015
8370;Жен;28;НИ МГУ им. Огарева;2010
8371;Муж;34;СГА;N/A
8373;Жен;25;МГУП им. И. Федорова;2013
8374;Жен;39;МЭСИ;1995
8375;Жен;34;ИМСИТ;N/A
8377;Муж;28;КубГТУ;N/A
8378;Муж;34;ВГТУ;2010
8381;Жен;30;ИвГУ;2008
8383;Муж;30;МГЮА;2008
8384;Муж;46;МГТУ им. Н.Э. Баумана;1993
8386;Муж;29;РосНОУ;2015
8387;Муж;44;"МГТУ ""МАМИ""";1994
8388;Муж;32;ПГУПС;2006
8389;Муж;25;ХГУ;2013
8390;Муж;31;ПНИПУ;N/A
8391;Муж;37;МГСУ-МИСИ;N/A
8392;Жен;48;ТГУ;N/A
8394;Жен;46;МПГУ;1995
8395;Муж;33;НИУ СГУ им. Чернышевского;2005
8396;Муж;42;СамГТУ;2005
8397;Муж;23;МГУ;1955
8398;Муж;35;МТУСИ;2000
8399;Муж;34;"МГТУ ""МАМИ""";2007
8400;Муж;30;МФПУ Синергия;N/A
8401;Муж;57;ПГУ;N/A
8402;Муж;29;МАДГТУ;2015
8404;Муж;38;РВИРВ им. Неделина;2000
8405;Муж;28;ОГАУ;2010
8406;Муж;27;ОГАУ;2012
8407;Муж;32;ДВГУПС;2006
8410;Жен;38;ОГУ;N/A
8411;Муж;41;КФУ;1997
8413;Муж;28;СамГУ;2010
8414;Муж;31;СГЮА;N/A
8416;Муж;25;МГУТУ;N/A
8419;Муж;42;ВолгГТУ;N/A
8420;Муж;41;ЯГПУ им. Ушинского;1997
8421;Жен;30;ДВГУ;2009
8422;Муж;39;ВГУЭС;1999
8425;Муж;38;СГА;2007
8428;Муж;46;ТГПУ им. Толстого;N/A
8429;Муж;27;УГТУ-УПИ;2011
8430;Жен;50;МГУ;N/A
8431;Муж;38;МосУ МВД РФ;2004
8432;Муж;29;МГУ;2011
8433;Муж;33;ЮРГТУ;N/A
8434;Муж;55;МГТУ им. Н.Э. Баумана;1985
8436;Муж;33;МГИУ;2005
8439;Муж;26;РГСУ;2012
8440;Жен;42;ЮФУ;1997
8441;Муж;35;РГУПС;N/A
8443;Муж;26;РХТУ им. Менделеева;N/A
8444;Жен;38;МГУКИ;2009
8445;Муж;42;ТГТУ;1996
8446;Жен;48;РЭУ им. Г. В. Плеханова;N/A
8447;Жен;32;ПГПУ им. Белинского;N/A
8448;Муж;44;ЯГТУ;1995
8449;Жен;50;МПГУ;1988
8451;Муж;35;МАДИ;N/A
8455;Муж;39;РЭА им. Г. В. Плеханова;N/A
8456;Жен;30;БГУЭП;2008
8457;Муж;28;УГТУ-УПИ;2007
8458;Муж;28;РУК;2011
8460;Жен;43;МГУ;2011
8462;Жен;27;ВЭПИ;2013
8463;Жен;37;ИжГСХА;N/A
8465;Жен;40;СПбГЭУ;N/A
8467;Муж;41;ВГТУ;1991
8471;Муж;37;РХТУ им. Менделеева;1998
8473;Жен;38;ТГСХА;2006
8474;Муж;37;СибГИУ;2001
8475;Жен;57;МГАУ им. Горячкина;1986
8476;Муж;44;КГУ;1998
8477;Жен;35;ИрГУПС;N/A
8478;Муж;26;АГТУ;2011
8479;Муж;38;НовГУ;N/A
8481;Жен;58;МГУ;2000
8485;Муж;34;ЮУрГУ;2007
8486;Муж;36;КГЭУ;2003
8487;Муж;29;ЧелГУ;2011
8488;Муж;40;МГСУ-МИСИ;N/A
8490;Муж;30;БУКЭП;2014
8492;Жен;56;РГЭУ РИНХ;1994
8493;Муж;35;ТТИ ЮФУ;2003
8495;Муж;32;Университет машиностроения;N/A
8497;Жен;26;ИВЭСЭП;2013
8498;Муж;42;ВЭПИ;N/A
8499;Муж;34;ЮЗГУ;2004
8500;Жен;35;ЮЗГУ;2014
8501;Муж;31;БГТУ;2007
8502;Жен;34;СГУ;2004
8506;Жен;45;РАП;2006
8507;Муж;51;РГАТУ;N/A
8508;Муж;25;СПбГУАП;2013
8510;Муж;56;СПбГПУ Политех;N/A
8511;Муж;29;КУ МВД;N/A
8512;Муж;40;ВМИРЭ;1999
8513;Муж;25;БГАРФ;2011
8514;Жен;34;МГПУ;2005
8517;Жен;59;СПбГУАП;1980
8518;Муж;40;УГТУ-УПИ им. Б. Н. Ельцина;2009
8519;Муж;38;ВятГУ;2001
8520;Муж;33;СыктГУ;2005
8521;Муж;36;ИжГСХА;N/A
8522;Муж;28;УГГУ;N/A
8524;Муж;31;АлтГУ;N/A
8525;Жен;33;ХТИ;N/A
8527;Жен;24;СибУПК;N/A
8528;Муж;44;ОмГУ им. Достоевского;2007
8529;Муж;27;НГАВТ;2012
8530;Муж;29;КнАГТУ;2010
8531;Муж;33;ТюмГУ;2015
8533;Муж;36;СГА;N/A
8534;Жен;23;МГУТУ;2015
8535;Муж;25;МЭСИ;2012
8536;Муж;51;МГТУ им. Н.Э. Баумана;1992
8537;Муж;38;МГУ;2000
8538;Муж;38;МГУИЭ;2002
8539;Муж;36;МГУ;2003
8541;Муж;46;РГУ им. Есенина;1996
8542;Муж;52;БГУ им. Петровского;1996
8543;Муж;46;ВлГУ им. А.Г. и Н.Г. Столетовых;1993
8544;Муж;29;Финансовый университет;2010
8546;Муж;35;МИЭМ НИУ ВШЭ;2004
8547;Муж;45;НИУ МЭИ;N/A
8548;Жен;48;МГУИЭ;1991
8549;Муж;42;МГУПИ;N/A
8550;Жен;24;РГСУ;2014
8552;Жен;31;РУДН;2011
8553;Муж;35;МИКХиС;2007
8554;Муж;24;РХТУ им. Менделеева;2014
8555;Муж;39;РГУФКСиТ;1998
8557;Жен;41;ИМПЭ им. Грибоедова;N/A
8558;Муж;35;МАИ;2004
8559;Муж;30;УРАО;2011
8560;Муж;38;МЭСИ;N/A
8562;Жен;56;НИУ СГУ им. Чернышевского;1984
8563;Муж;31;УГНТУ;N/A
8564;Муж;33;ИНЭКА;N/A
8565;Муж;31;ГУУ;2011
8566;Муж;41;КГУ им. Ульянова-Ленина;1998
8567;Муж;27;КНИТУ;2014
8568;Жен;32;МГУТУ;N/A
8569;Жен;34;КубГУ;N/A
8570;Муж;40;ТТИ ЮФУ;1999
8571;Жен;34;ЮФУ;2012
8572;Жен;36;КубГТУ;N/A
8573;Жен;38;МГУТУ;2007
8575;Муж;32;КубГУ;N/A
8576;Жен;23;МГЛУ;N/A
8579;Муж;33;СГА;2005
8581;Муж;37;ИГСХА;2002
8582;Муж;29;ЯГТУ;2009
8583;Муж;32;ИГХТУ;2009
8584;Жен;51;КГУ им. Некрасова;1988
8587;Муж;40;БелГУ;N/A
8590;Муж;27;ВЮИ ФСИН РФ;N/A
8591;Жен;33;МИ;2006
8592;Муж;32;ТГПУ им. Толстого;2013
8593;Жен;28;НИ;2010
8594;Муж;21;СПбГУАП;2014
8595;Муж;44;СПбГМТУ;1995
8596;Муж;39;ВКА им. Можайского;1999
8600;Муж;38;СурГУ;2000
8601;Муж;47;УГГУ;2007
8602;Жен;42;МИПП;2007
8603;Муж;33;МГЮА им. О. Е. Кутафина;N/A
8605;Муж;36;ОГУ;N/A
8606;Жен;29;УГГУ;2009
8607;Муж;32;МГОУ;2011
8608;Жен;43;УрФУ;N/A
8609;Муж;41;ХТИ;1997
8611;Муж;30;НГУЭУ;N/A
8612;Муж;30;СахГУ;N/A
8613;Муж;29;БГУ;N/A
8614;Жен;27;ИрГУПС;2008
8615;Муж;29;МИИГАиК;N/A
8616;Муж;39;ВолгГТУ;N/A
8618;Муж;28;ГУЗ;2011
8620;Жен;33;РУК;N/A
8621;Муж;31;МГОУ;2010
8623;Жен;30;МГОУ;2009
8625;Муж;37;МГУ;2001
8627;Муж;31;"МГТУ ""МАМИ""";2008
8628;Муж;28;МГУП;2010
8632;Муж;42;МАТИ;N/A
8633;Муж;34;ОмГТУ;2004
8634;Муж;32;МПСИ;2002
8635;Муж;35;КГУ;2006
8637;Муж;39;МЭИ;2001
8638;Жен;53;МГУЛ;1988
8639;Муж;33;МГУИЭ;2005
8640;Жен;37;РОАТ МИИТ;2001
8643;Муж;34;РМАТ;2005
8644;Муж;24;Финансовый университет;2011
8645;Жен;28;УГСХА;2013
8647;Жен;33;МИП;N/A
8650;Муж;31;СГАУ;2008
8651;Жен;51;НИУ СГУ им. Чернышевского;N/A
8656;Муж;38;ЧГУ им. Ульянова;2001
8658;Муж;33;МарГТУ;2009
8659;Муж;40;ПГСГА;2000
8661;Муж;32;ЧГУ им. Ульянова;2005
8662;Жен;32;СамГТУ;2007
8663;Жен;39;СГСХА;2009
8664;Муж;25;ТГУ;N/A
8665;Муж;26;МГУ;2006
8666;Муж;37;ДГТУ;2004
8667;Муж;27;СПбГТИ;2011
8669;Муж;49;СКГМИ;1991
8671;Муж;36;МГУ;N/A
8673;Жен;31;ГГНТУ;2015
8674;Муж;29;МГУ;2009
8676;Муж;34;МосУ МВД РФ;2003
8677;Муж;24;РГСУ;2015
8678;Жен;41;СГА;2009
8680;Муж;27;РГУ им. Есенина;2011
8682;Муж;33;СГАУ им. Королева;2006
8683;Муж;37;ВИСТех;2002
8684;Жен;26;СГСХА;2014
8685;Жен;31;СГСЭУ;2008
8686;Жен;37;МПГУ;2001
8689;Муж;45;МЭИ;1994
8690;Муж;45;АМИ;N/A
8691;Жен;34;ТУСУР;2004
8692;Муж;44;СГУПС;1994
8695;Муж;49;УрГЭУ;N/A
8701;Муж;19;МГУ;N/A
8703;Муж;37;ТГУ;N/A
8704;Жен;23;ГУУ;N/A
8705;Жен;41;КГУ им. Некрасова;2001
8706;Муж;27;ТТИ ЮФУ;N/A
8707;Жен;28;ЮФУ;N/A
8708;Муж;27;ТюмГУ;2012
8709;Муж;26;ОмГУПС;2012
8710;Муж;23;ВолГУ;2015
8712;Жен;55;СПбГУТ им. Бонч-Бруевича;1983
8714;Муж;27;МГАФК;2011
8715;Муж;34;СГТУ;2004
8717;Жен;30;СГУ;2009
8718;Жен;42;СевНТУ;2002
8719;Муж;40;БелГУ;N/A
8720;Муж;36;ТТИ ЮФУ;2004
8722;Муж;44;СПбГПУ Политех;1994
8723;Муж;32;МГУПП;2014
8725;Муж;44;ТУСУР;1994
8726;Муж;57;МИЭТ;1982
8727;Муж;29;ГУЗ;N/A
8729;Муж;30;КГЭУ;2008
8730;Муж;29;КГТУ-КАИ им. Туполева;2010
8733;Муж;24;ИТА ЮФУ;2015
8735;Муж;47;БГУ им. Петровского;1991
8736;Муж;29;ОГАУ;2014
8737;Муж;34;ВлГУ;2007
8739;Муж;38;КГТУ;2000
8741;Муж;55;ДВГТУ;1982
8742;Муж;42;ИрГТУ;2005
8743;Жен;36;ИрГТУ;2003
8744;Муж;33;ПНИПУ;2014
8745;Муж;36;УрГЮА;2003
8746;Жен;33;КГПУ им. В.П. Астафьева;2005
8748;Муж;37;ДГТУ;2003
8749;Муж;32;МГУ;2007
8750;Муж;25;МГТУ МИРЭА;2013
8751;Муж;50;РосЗИТЛП;1997
8752;Муж;36;РГГУ;2003
8753;Муж;26;МГТУ МИРЭА;2015
8755;Муж;39;РосЗИТЛП;2006
8756;Муж;27;МГТУ им. Н.Э. Баумана;2012
8759;Муж;41;ТГУ;1998
8761;Муж;50;МГСУ-МИСИ;N/A
8765;Муж;40;МЭСИ;N/A
8766;Муж;30;МГСУ-МИСИ;N/A
8767;Муж;35;ТГТУ;N/A
8768;Жен;33;ЛГТУ;2005
8769;Муж;41;АлтГТУ им. Ползунова;1997
8772;Жен;47;МИИТ;2008
8773;Муж;28;УГТУ;2011
8774;Муж;42;НГАВТ;1995
8775;Жен;33;ЮРГУЭС;2005
8777;Муж;25;УГЛТУ;2013
8783;Жен;45;ННГУ им. Лобачевского;N/A
8785;Муж;34;СПбГУ ИТМО;2005
8786;Муж;56;СПбГЭТУ;1983
8787;Муж;29;ЛГУ им. Пушкина;N/A
8788;Муж;55;ВЭГУ;N/A
8789;Муж;43;АГТУ;1997
8790;Муж;36;РГСУ;2002
8791;Жен;42;ДГТУ;N/A
8792;Муж;39;ВГТУ;2003
8793;Муж;40;НГТУ;2003
8794;Жен;57;НГТУ;1981
8796;Муж;47;МАИ;N/A
8799;Муж;37;БГАУ;2014
8800;Муж;27;ЮФУ;2014
8801;Жен;31;ЮРГТУ;2007
8802;Жен;39;РосНОУ;N/A
8803;Жен;40;БГУ им. Петровского;2006
8804;Жен;55;ИГУ;1991
8805;Муж;26;НИУ МЭИ;2013
8808;Жен;36;ИжГТУ;2002
8809;Муж;38;МГУ;N/A
8811;Муж;33;МГТУ им. Носова;2004
8813;Жен;29;ЧГУ;2009
8814;Жен;31;ВГПУ;2007
8815;Жен;39;МИП;N/A
8816;Муж;38;МГОУ;N/A
8817;Муж;52;Первый МГМУ им. И.М. Сеченова;1991
8818;Муж;57;МИФИ;1982
8819;Жен;34;ИГТА;2004
8821;Муж;38;МГУ;1999
8822;Муж;24;МАИ;N/A
8823;Муж;37;ВГУ;2007
8824;Жен;38;КГУ;2000
8826;Муж;40;ТГТУ;1998
8828;Муж;41;МГАФК;N/A
8831;Муж;25;НГЛУ им. Добролюбова;N/A
8832;Муж;42;ЯГПУ им. Ушинского;1998
8833;Жен;51;СГАУ им. Королева;1989
8835;Муж;38;СПбГЭТУ;N/A
8836;Муж;33;МФЮА;N/A
8837;Муж;34;ЧГУ;2008
8839;Муж;28;УГТУ;2010
8840;Муж;38;МИИТ;N/A
8843;Муж;32;ТюмГНГУ;2006
8844;Муж;25;ИжГТУ;N/A
8845;Муж;41;УГЛТУ;1997
8847;Жен;54;НГПУ им. Козьмы Минина;1983
8848;Муж;28;ПГНИУ;2011
8852;Муж;41;ТПУ;2007
8855;Жен;56;КрасГМУ;1983
8856;Жен;30;НГТУ;2008
8858;Муж;28;НГТУ;2010
8859;Муж;56;ИГУ;1983
8860;Муж;27;ТоГУ;2011
8861;Муж;41;МАТИ;1998
8862;Муж;46;ТвГУ;1993
8863;Жен;32;РУДН;N/A
8864;Муж;28;КГУ им. Некрасова;N/A
8865;Муж;38;ТулГУ;N/A
8866;Муж;47;РГАТУ;1991
8868;Жен;39;МГОУ им. Черномырдина;2003
8869;Муж;39;РУК;1998
8870;Муж;26;РГАТА;2014
8871;Муж;35;МИФИ;2004
8875;Муж;28;МГАУ им. Горячкина;2010
8876;Жен;49;МГСУ-МИСИ;1994
8881;Муж;35;СГА;2003
8882;Муж;41;МГУТУ;N/A
8883;Жен;32;МГУ;2008
8885;Жен;48;СПбГПУ Политех;1991
8886;Муж;31;ВПИ;2007
8887;Муж;45;УГАТУ;1995
8888;Жен;42;ВолГУ;1998
8889;Муж;31;МГТУ МИРЭА;2008
8890;Жен;43;СГЮА;2004
8892;Жен;29;КубГАУ;2009
8893;Муж;33;АПИ при ИГиП РАН;2006
8895;Муж;36;БГСХА;2004
8896;Муж;32;МОСУ;2009
8897;Муж;37;МАИ;2002
8898;Муж;23;ТюмГНГУ;2015
8900;Муж;55;МИФИ;1984
8901;Муж;32;ЯГПУ им. Ушинского;2006
8902;Жен;37;ВГУ;2003
8903;Муж;40;РГОТУПС;2006
8904;Муж;32;ВЮИ ФСИН РФ;2009
8905;Муж;37;РГРТУ;2003
8906;Муж;32;БГТУ им. Шухова;2009
8907;Муж;44;ИГСХА;2006
8909;Муж;38;ВМИРЭ;1999
8911;Муж;37;СПбГПУ Политех;N/A
8912;Муж;26;СПбГУ ИТМО;2012
8915;Муж;42;ЮУрГУ;1996
8917;Муж;31;ТПУ;N/A
8918;Муж;32;ИГТА;2007
8919;Жен;60;РГЭУ РИНХ;1990
8920;Муж;31;СибГТУ;N/A
8921;Муж;39;ТПУ;1999
8924;Муж;28;ПИ СФУ;2011
8925;Муж;41;ТоГУ;1997
8926;Муж;37;КрасГАУ;N/A
8927;Муж;28;ДВГТУ;N/A
8928;Жен;31;МГУДТ;2007
8929;Муж;39;РУДН;N/A
8930;Муж;33;НИУ ВШЭ;2005
8931;Муж;44;МЭФИ;N/A
8932;Жен;28;МГУП;N/A
8933;Муж;47;РГГРУ;1992
8934;Муж;34;МАИ;2004
8935;Муж;29;МГАФК;2008
8936;Муж;35;МТУСИ;N/A
8937;Жен;28;ПГТА;2008
8939;Муж;32;"МГТУ ""МАМИ""";N/A
8940;Муж;37;МГУ;2010
8941;Муж;36;МГСУ-МИСИ;2005
8943;Муж;33;ЧГУ им. Ульянова;2005
8944;Муж;32;МГОУ;2006
8945;Жен;32;СГА;2006
8946;Муж;33;МИЭМ;2007
8947;Муж;42;МИИТ;2002
8948;Жен;23;РГГУ;2015
8949;Жен;41;МАИ;1998
8950;Муж;33;МГУ;1994
8951;Муж;33;НИТУ МИСиС;2005
8952;Муж;39;МЭИ;2000
8955;Муж;30;МГАВТ;N/A
8959;Муж;29;ЭПИ;N/A
8960;Муж;41;МГМСУ;2004
8962;Жен;31;МПГУ;2007
8964;Жен;26;СГА;2011
8966;Муж;36;"МГТУ ""МАМИ""";N/A
8967;Жен;30;КГТУ;N/A
8968;Жен;39;СГАП;2004
8970;Муж;39;СГАУ им. Королева;2000
8971;Муж;52;ТГУ;1986
8972;Муж;39;СГАУ им. Королева;2000
8973;Муж;33;НИ МГУ им. Огарева;N/A
8974;Муж;31;СГАУ им. Королева;N/A
8975;Муж;41;РГОТУПС;2008
8977;Муж;27;ПГУТИ;2013
8978;Муж;25;ПГТА;2013
8979;Жен;45;ПГУ;1996
8980;Муж;31;РАНХиГС;2007
8982;Жен;38;СГАСУ;2000
8983;Муж;38;ТГУ;2000
8985;Жен;40;ПГСГА;1998
8986;Муж;47;МГТУ Станкин;1994
8988;Жен;33;МГОУ;2009
8989;Муж;30;АГУ;2012
8990;Муж;32;ДГТУ;2007
8991;Муж;24;МГТУ;2014
8992;Муж;43;ЮФУ;1995
8993;Муж;36;ПГТУ;2002
8994;Жен;28;ВЗФЭИ;2012
8995;Муж;26;КубГУ;N/A
8996;Жен;27;ИМСИТ;2008
8998;Муж;30;МИИТ;N/A
9000;Жен;31;РГСУ;N/A
9002;Муж;40;ЯГПУ им. Ушинского;1998
9003;Муж;30;СВИ РВ;2008
9004;Муж;28;МГУПП;N/A
9005;Муж;27;НИ МГУ им. Огарева;2014
9006;Муж;45;ВолгГТУ;2008
9009;Муж;32;РГТЭУ;2007
9010;Жен;30;РАП;2007
9012;Муж;25;КузГТУ;N/A
9013;Муж;30;ЛГТУ;2008
9014;Муж;35;ЮУрГУ;2005
9015;Жен;29;ЮУрГУ;2009
9018;Муж;42;ЮЗГУ;N/A
9023;Жен;26;РосНОУ;2011
9025;Муж;24;ННГАСУ;2014
9026;Муж;47;МГОУ;2009
9027;Муж;26;СПбГУАП;N/A
9029;Муж;27;ИТА ЮФУ;2013
9030;Жен;42;НГЛУ им. Добролюбова;1996
9031;Муж;25;УрФУ;2015
9032;Муж;27;МОСУ;N/A
9033;Муж;27;РГППУ;2015
9036;Муж;31;КГТУ-КАИ им. Туполева;N/A
9039;Муж;29;КНИТУ;N/A
9040;Муж;41;ВолгГАСУ;1997
9041;Муж;24;СамГТУ;2015
9042;Муж;38;ВлГУ им. А.Г. и Н.Г. Столетовых;2001
9043;Муж;29;ПИ СФУ;N/A
9045;Муж;38;РГУТиС;2011
9046;Муж;58;СКГМИ;1985
9048;Муж;29;ДГТУ;N/A
9049;Муж;47;ПГСГА;N/A
9050;Жен;20;МБИ;N/A
9052;Муж;48;ДВФУ;2013
9053;Муж;43;МГПУ;1995
9054;Муж;40;ИГАСУ;1998
9055;Муж;28;"МГТУ ""МАМИ""";2011
9057;Муж;31;МГУ;N/A
9058;Муж;26;МГТУ им. Н.Э. Баумана;2014
9059;Муж;28;МФПА;2007
9060;Жен;36;МГУС / РГУТиС;2002
9061;Муж;38;ДГУ;N/A
9062;Жен;41;МИЭМП;2003
9064;Муж;31;СПбГУКИ;2014
9065;Муж;33;ГУУ;2006
9066;Муж;45;МГАУ им. Горячкина;1995
9068;Муж;38;ВятГУ;N/A
9069;Муж;44;ЧГУ;1995
9070;Муж;26;Университет машиностроения;2013
9071;Муж;25;НИЯУ МИФИ;N/A
9073;Жен;32;ТГПУ им. Толстого;2011
9074;Муж;30;СПбГУ;2009
9076;Муж;45;МТУСИ;1994
9078;Муж;45;МГТУ Станкин;1994
9079;Муж;39;МИРЭА;N/A
9081;Жен;41;ВСГУТУ;2002
9082;Муж;50;КубГТУ;N/A
9083;Муж;25;ДГТУ;2014
9084;Муж;26;ДГУ;2013
9085;Муж;35;СГТУ им. Ю.А. Гагарина;2004
9087;Муж;34;РГУТиС;2005
9088;Муж;26;МГУТУ;2015
9089;Жен;38;НГМА;2000
9092;Муж;32;УлГУ;2007
9093;Муж;40;С;2002
9094;Жен;37;Дальрыбвтуз;2002
9095;Муж;43;ПГТУ;1996
9096;Жен;28;С;2010
9099;Жен;37;РУК;2006
9101;Муж;32;МИФИ;2007
9103;Муж;53;УГНТУ;1985
9104;Жен;41;РУК;1999
9106;Муж;44;КГТУ-КАИ им. Туполева;1997
9107;Муж;41;ЧГУ им. Ульянова;1998
9108;Жен;42;СГА;2003
9110;Муж;26;СевКавГТУ;2012
9111;Муж;43;МГУ;N/A
9113;Жен;35;Финансовый университет;2003
9114;Муж;39;МАИ;2003
9115;Муж;45;МИРЭА;1997
9117;Муж;50;ВГИК;N/A
9119;Муж;29;МИЭМ НИУ ВШЭ;2009
9120;Жен;36;МИИТ;2002
9121;Муж;51;РГАУ-МСХА им. Тимирязева;1982
9122;Муж;37;РПА МЮ РФ;2015
9123;Муж;43;НовГУ;1995
9124;Муж;33;ЯГТУ;2009
9125;Жен;34;ИГТА;2004
9128;Муж;31;ВГУ;2008
9129;Муж;26;ЛГПУ;2014
9131;Муж;30;ВГТУ;2008
9134;Жен;23;ВлГУ;2015
9135;Муж;30;КГТУ;2007
9136;Муж;29;СибАДИ;N/A
9138;Муж;51;СибГИУ;N/A
9139;Жен;26;ЮЗГУ;2012
9142;Муж;37;РГПУ им. Герцена;2008
9143;Муж;39;ВолгГАСУ;2005
9144;Муж;26;МГУ;2015
9145;Муж;42;МАИ;1997
9146;Муж;29;ГУЗ;2009
9147;Жен;32;МГГУ;2010
9148;Жен;38;РГСУ;2008
9149;Муж;34;ПИ СФУ;2004
9150;Муж;37;КГТУ;N/A
9151;Муж;35;ПетрГУ;2005
9152;Жен;32;ВолгГАСУ;2007
9154;Жен;39;НГПУ;1999
9157;Жен;44;УлГТУ;2012
9159;Муж;31;МАБиУ;2007
9162;Жен;36;ВолгГТУ;2014
9163;Муж;37;ХГУ;N/A
9166;Муж;38;ОмГУПС;2000
9167;Муж;39;РГУПС;1999
9168;Муж;33;ИрГТУ;2006
9169;Муж;36;КГУ;2002
9170;Жен;41;МГУТУ им. К.Г. Разумовского;2013
9171;Муж;26;ВГТУ;N/A
9172;Муж;37;РосЗИТЛП;N/A
9174;Муж;25;НИЯУ МИФИ;2013
9177;Муж;44;КГУ;1996
9178;Жен;41;ТюмГАСУ;2010
9180;Муж;36;МГУ;2003
9181;Муж;43;ТоГУ;1996
9183;Муж;45;МФТИ;N/A
9186;Муж;39;ВГУ;2000
9188;Жен;45;ННГУ им. Лобачевского;1994
9189;Жен;44;МГУ;2004
9190;Муж;56;ВлГУ;1983
9192;Муж;25;СмолГУ;2013
9193;Муж;34;СПбГУКИ;2005
9194;Муж;49;СПбГПУ Политех;1993
9195;Муж;42;ГУЗ;1996
9197;Жен;38;СПбГУ;N/A
9199;Жен;24;СПбГАСУ;2014
9200;Жен;51;СПбГУ;N/A
9202;Муж;48;ВМИРЭ;1991
9203;Муж;54;СПбГУАП;1985
9205;Муж;36;ОГАУ;2003
9206;Муж;40;ПГСХА;1998
9207;Муж;40;РГППУ;2011
9209;Муж;36;МГУТУ им. К.Г. Разумовского;N/A
9210;Жен;50;КрасГМУ;1990
9211;Муж;37;НГТУ;2001
9212;Муж;42;ХГУ;2012
9217;Муж;44;НГАВТ;N/A
9218;Муж;36;НГТУ;2002
9220;Муж;47;ХГАЭиП;1996
9221;Муж;36;ОмГАУ;2002
9222;Муж;26;ПГСХА;2011
9223;Муж;46;МЭИ;1995
9226;Муж;29;МГУС / РГУТиС;2009
9227;Муж;36;ЯГТУ;2004
9228;Муж;28;ВлГУ;2010
9230;Муж;43;БГАУ;N/A
9231;Муж;30;МЭИ;2010
9233;Жен;42;МАИ;1997
9234;Жен;57;МАИ;1985
9235;Жен;37;РХТУ им. Менделеева;2003
9237;Муж;41;РГАТУ;2002
9238;Муж;33;ННГУ им. Лобачевского;N/A
9239;Муж;38;МГУИЭ;2000
9240;Жен;37;РЭА им. Г. В. Плеханова;2001
9242;Муж;29;МГУ;N/A
9243;Муж;38;МГУ;2001
9245;Муж;51;Дальрыбвтуз;1988
9248;Муж;38;СГАУ;N/A
9249;Жен;34;УГАТУ;2005
9250;Муж;32;УлГТУ;2007
9251;Муж;29;ВГСХА;2009
9252;Муж;38;ВолгГТУ;N/A
9255;Муж;30;МАДИ;2012
9256;Муж;28;ПГСГА;2012
9257;Жен;38;КубГТУ;2000
9258;Муж;37;СГУТиКД;2001
9260;Муж;34;КубГАУ;2005
9261;Жен;39;СтГАУ;1999
9262;Жен;36;РГСУ;2001
9263;Жен;34;МГУ;N/A
9267;Муж;32;СКГМИ;2006
9268;Жен;27;РГТЭУ;2011
9269;Жен;36;ВЭПИ;2003
9270;Муж;25;РГУНГ им. Губкина;N/A
9271;Муж;32;МЭСИ;2005
9273;Муж;33;НГСХА;2006
9275;Муж;29;ТулГУ;N/A
9276;Муж;30;ТГСХА;N/A
9277;Муж;34;МАО;2008
9278;Муж;33;ИГЭУ им. Ленина;2005
9279;Муж;30;РГУ им. Есенина;2008
9281;Муж;31;СГУ;2007
9282;Муж;30;МИЭМП;2009
9283;Муж;38;ВлГУ;2000
9284;Муж;34;БГТУ;2004
9285;Муж;51;СПбГМТУ;2000
