category;date_month;txn_count;payment;user_id
Сотовая связь;2016-08;1;350;1521
Сотовая связь;2016-09;1;400;1521
Сотовая связь;2016-10;2;450;1521
Сотовая связь;2016-11;2;450;1521
Электронные деньги;2016-10;1;60;1521
Интернет;2016-06;1;300;4719
Интернет;2016-07;1;300;4719
Интернет;2016-08;2;600;4719
Интернет;2016-10;2;600;4719
Интернет;2016-11;1;300;4719
Онлайн игры;2016-07;1;350;4719
Онлайн игры;2016-10;1;150;4719
Онлайн игры;2016-11;1;150;4719
Сотовая связь;2016-06;1;200;4719
Сотовая связь;2016-07;1;150;4719
Электронные деньги;2016-08;2;2000;4719
Интернет;2016-06;2;600;2543
Интернет;2016-07;1;300;2543
Интернет;2016-08;2;600;2543
Интернет;2016-09;2;500;2543
Интернет;2016-10;2;400;2543
Интернет;2016-11;2;600;2543
Интернет магазины;2016-06;1;200;2543
Интернет магазины;2016-07;2;200;2543
Интернет магазины;2016-08;3;250;2543
Интернет магазины;2016-09;2;300;2543
Интернет магазины;2016-10;3;9100;2543
Интернет магазины;2016-11;1;250;2543
Сотовая связь;2016-06;4;200;2543
Сотовая связь;2016-07;3;150;2543
Сотовая связь;2016-08;2;30;2543
Сотовая связь;2016-09;3;100;2543
Сотовая связь;2016-10;4;150;2543
Игры со ставками;2016-07;2;1400;4686
Игры со ставками;2016-08;1;700;4686
Игры со ставками;2016-11;1;400;4686
Контент;2016-09;1;1800;4686
Сотовая связь;2016-08;3;500;4686
Сотовая связь;2016-09;2;200;4686
Сотовая связь;2016-11;3;1600;4686
Служебная;2016-07;1;20;4693
Служебная;2016-08;1;20;4693
Служебная;2016-09;1;20;4693
Служебная;2016-10;2;90;4693
Служебная;2016-11;1;30;4693
Служебная;2016-12;1;30;4693
VPP;2016-11;1;8600;4694
Букмекеры;2016-11;3;700;4694
Букмекеры;2016-12;3;800;4694
Сотовая связь;2016-12;3;500;4694
QVC;2016-09;7;23100;6835
QVC;2016-11;1;1500;6835
QVP;2016-10;3;1200;6835
QVP;2016-11;1;900;6835
VPP;2016-09;2;8000;6835
VPP;2016-11;1;1000;6835
Служебная;2016-07;1;150;6835
Служебная;2016-08;1;300;6835
Служебная;2016-09;2;800;6835
Сотовая связь;2016-09;1;100;6835
Форекс;2016-09;1;50;6835
Форекс;2016-10;1;600;6835
Служебная;2016-09;1;20;9946
Служебная;2016-10;1;30;9946
Служебная;2016-11;1;10;9946
Интернет магазины;2016-06;1;600;515
Интернет магазины;2016-07;2;700;515
Интернет магазины;2016-08;2;1400;515
Интернет магазины;2016-09;2;1300;515
Интернет магазины;2016-11;6;2200;515
Интернет;2016-06;2;600;2545
Интернет;2016-07;2;700;2545
Интернет;2016-08;1;200;2545
Интернет;2016-09;1;600;2545
Интернет;2016-10;1;600;2545
Интернет;2016-11;2;600;2545
Интернет магазины;2016-06;3;22500;2545
Интернет магазины;2016-07;1;13800;2545
Интернет магазины;2016-08;5;18800;2545
Интернет магазины;2016-09;2;12000;2545
Информационные услуги;2016-09;2;600;2545
Сотовая связь;2016-06;2;200;2545
Сотовая связь;2016-07;4;1100;2545
Сотовая связь;2016-08;3;900;2545
Сотовая связь;2016-09;3;500;2545
Сотовая связь;2016-11;2;450;2545
Сотовая связь;2016-06;3;900;9945
Сотовая связь;2016-07;4;1400;9945
Сотовая связь;2016-08;5;1500;9945
Сотовая связь;2016-09;5;2500;9945
Сотовая связь;2016-10;7;2600;9945
Сотовая связь;2016-11;4;1900;9945
Сотовая связь;2016-12;1;300;9945
Интернет магазины;2016-09;1;250;7823
Интернет магазины;2016-10;1;200;7823
Интернет магазины;2016-11;1;300;7823
Онлайн игры;2016-07;1;150;7823
Онлайн игры;2016-09;1;700;7823
Электронные деньги;2016-06;1;200;7823
VPP;2016-08;1;1000;1519
Интернет;2016-08;1;1500;1519
Интернет магазины;2016-06;2;4000;1519
Интернет магазины;2016-08;6;8300;1519
Интернет магазины;2016-09;1;3000;1519
Интернет магазины;2016-10;6;19700;1519
Интернет магазины;2016-11;1;350;1519
Онлайн игры;2016-11;1;100;1519
Служебная;2016-06;1;10;1519
Служебная;2016-07;1;20;1519
Служебная;2016-08;1;20;1519
Служебная;2016-09;1;20;1519
Служебная;2016-10;1;30;1519
Служебная;2016-11;1;30;1519
Сотовая связь;2016-07;1;50;1519
Сотовая связь;2016-09;1;250;1519
Сотовая связь;2016-10;1;100;1519
Сотовая связь;2016-11;1;600;1519
Погашение кредитов;2016-07;2;3600;512
Погашение кредитов;2016-08;3;3200;512
Погашение кредитов;2016-09;1;2400;512
Погашение кредитов;2016-11;1;2400;512
QVC;2016-07;1;8500;9258
Госуслуги;2016-07;1;150;9258
Госуслуги;2016-08;10;2200;9258
Госуслуги;2016-11;1;1000;9258
Информационные услуги;2016-07;1;300;9258
Регистрация доменов;2016-08;1;450;9258
Форекс;2016-06;4;10100;9258
Форекс;2016-08;9;19600;9258
Форекс;2016-09;10;24900;9258
Форекс;2016-10;4;20000;9258
Форекс;2016-11;2;7000;9258
Электронные деньги;2016-07;1;6700;9258
Погашение кредитов;2016-08;4;23700;10312
Сотовая связь;2016-06;4;70;10312
Сотовая связь;2016-11;1;10;10312
Электронные деньги;2016-08;10;500;10312
Электронные деньги;2016-09;8;400;10312
Электронные деньги;2016-10;3;150;10312
Электронные деньги;2016-11;8;250;10312
Электронные деньги;2016-12;1;40;10312
Интернет магазины;2016-10;1;1000;4690
Служебная;2016-07;1;20;4690
Служебная;2016-08;1;10;4690
Служебная;2016-09;1;20;4690
Служебная;2016-10;1;20;4690
Сотовая связь;2016-09;2;100;4690
Сотовая связь;2016-10;2;300;4690
Форекс;2016-07;1;350;4690
MCMS;2016-06;1;3000;4688
MCMS;2016-08;1;3000;4688
QVC;2016-07;1;1200;4688
QVC;2016-10;4;1900;4688
VPP;2016-09;1;2100;4688
ЖКУ;2016-06;9;4000;4688
ЖКУ;2016-07;4;1700;4688
ЖКУ;2016-08;6;2200;4688
ЖКУ;2016-09;3;1300;4688
ЖКУ;2016-10;3;1500;4688
ЖКУ;2016-11;10;4900;4688
ЖКУ;2016-12;1;350;4688
Интернет магазины;2016-10;1;600;4688
Лотереи;2016-11;3;250;4688
Сотовая связь;2016-06;6;350;4688
Сотовая связь;2016-07;13;400;4688
Сотовая связь;2016-08;8;200;4688
Сотовая связь;2016-09;12;500;4688
Сотовая связь;2016-10;13;800;4688
Сотовая связь;2016-11;21;400;4688
Сотовая связь;2016-12;1;10;4688
Форекс;2016-06;30;3100;4688
Форекс;2016-07;18;1700;4688
Форекс;2016-08;5;600;4688
Форекс;2016-09;16;1700;4688
Форекс;2016-10;24;2100;4688
Форекс;2016-11;31;3200;4688
Форекс;2016-12;5;800;4688
Электронные деньги;2016-10;1;700;4688
Электронные деньги;2016-11;1;5100;4688
Онлайн общение;2016-06;1;40;9596
Погашение кредитов;2016-06;1;2300;9596
Погашение кредитов;2016-07;2;4800;9596
Служебная;2016-07;1;10;9596
Служебная;2016-08;1;20;9596
Служебная;2016-09;1;20;9596
Служебная;2016-10;1;30;9596
Сотовая связь;2016-07;7;700;9596
Сотовая связь;2016-08;3;1100;9596
Сотовая связь;2016-09;5;1000;9596
Сотовая связь;2016-10;1;20;9596
Телевидение;2016-07;2;500;9596
Электронные деньги;2016-08;1;200;9596
Интернет магазины;2016-06;1;150;7824
Интернет магазины;2016-07;1;100;7824
Интернет магазины;2016-08;1;10;7824
Интернет магазины;2016-09;1;350;7824
Интернет магазины;2016-10;4;3600;7824
Интернет магазины;2016-11;8;4000;7824
Онлайн игры;2016-06;2;10;7824
Онлайн игры;2016-07;1;10;7824
Онлайн игры;2016-08;2;20;7824
Онлайн общение;2016-09;3;20;7824
Онлайн общение;2016-10;6;40;7824
Онлайн общение;2016-11;3;30;7824
QVC;2016-06;2;100;5757
QVC;2016-07;1;450;5757
QVC;2016-08;1;450;5757
Интернет;2016-06;1;1000;5757
Интернет;2016-07;1;1000;5757
Интернет;2016-08;1;1000;5757
Интернет;2016-09;1;1000;5757
Интернет;2016-10;1;1000;5757
Интернет;2016-11;1;1000;5757
Онлайн игры;2016-06;3;1500;5757
Онлайн игры;2016-07;2;2300;5757
Онлайн игры;2016-08;5;2600;5757
Онлайн игры;2016-09;4;1900;5757
Онлайн игры;2016-10;1;1000;5757
Онлайн общение;2016-07;1;100;5757
Сотовая связь;2016-06;3;250;5757
Сотовая связь;2016-09;1;60;5757
Сотовая связь;2016-10;1;250;5757
Сотовая связь;2016-11;1;30;5757
Сотовая связь;2016-12;1;20;5757
Букмекеры;2016-06;11;5400;10973
Букмекеры;2016-07;11;8000;10973
Букмекеры;2016-08;3;6000;10973
Букмекеры;2016-09;6;5500;10973
Букмекеры;2016-10;6;4000;10973
Букмекеры;2016-11;27;16500;10973
Сотовая связь;2016-11;1;500;10973
Погашение кредитов;2016-06;1;1200;6845
Погашение кредитов;2016-07;1;5400;6845
Погашение кредитов;2016-09;2;5800;6845
MCMS;2016-06;1;1500;5758
MCMS;2016-07;1;1500;5758
MCMS;2016-08;1;2000;5758
MCMS;2016-09;1;2000;5758
MCMS;2016-10;1;2000;5758
MCMS;2016-11;1;2000;5758
Погашение кредитов;2016-06;2;5800;1533
Погашение кредитов;2016-07;1;2300;1533
Погашение кредитов;2016-08;3;9200;1533
Погашение кредитов;2016-09;1;2300;1533
Погашение кредитов;2016-10;3;9100;1533
Погашение кредитов;2016-11;2;5400;1533
QVP;2016-07;1;8200;3613
QVP;2016-08;1;6500;3613
Сотовая связь;2016-06;4;400;3613
Сотовая связь;2016-07;2;300;3613
Сотовая связь;2016-08;3;300;3613
Сотовая связь;2016-09;5;600;3613
Сотовая связь;2016-10;4;450;3613
Сотовая связь;2016-11;5;600;3613
Телевидение;2016-06;1;200;3613
Телевидение;2016-09;1;200;3613
Телевидение;2016-10;1;200;3613
Телевидение;2016-12;1;200;3613
Хостинг;2016-08;1;350;3613
Хостинг;2016-11;2;900;3613
Информационные услуги;2016-09;1;250;8568
Сотовая связь;2016-06;2;450;8568
Сотовая связь;2016-07;2;100;8568
Сотовая связь;2016-08;5;700;8568
Сотовая связь;2016-09;4;300;8568
Сотовая связь;2016-10;4;300;8568
Сотовая связь;2016-11;4;600;8568
Телевидение;2016-10;1;1200;8568
Интернет;2016-06;1;400;2580
Интернет;2016-07;1;400;2580
Интернет;2016-08;1;400;2580
Интернет;2016-09;2;1100;2580
Интернет;2016-10;2;1400;2580
Интернет магазины;2016-11;5;2800;2580
Местная связь;2016-06;1;500;2580
Местная связь;2016-07;1;400;2580
Местная связь;2016-09;1;300;2580
Местная связь;2016-10;1;400;2580
Сотовая связь;2016-06;1;1000;2580
Сотовая связь;2016-08;2;1500;2580
Сотовая связь;2016-10;4;1700;2580
Сотовая связь;2016-11;2;1500;2580
Сотовая связь;2016-12;1;500;2580
Телевидение;2016-08;1;1200;2580
Букмекеры;2016-06;2;4900;5817
Букмекеры;2016-07;1;2200;5817
Букмекеры;2016-09;2;5000;5817
Букмекеры;2016-10;1;1400;5817
MCMS;2016-06;1;400;10974
MCMS;2016-07;1;4800;10974
MCMS;2016-08;4;7300;10974
MCMS;2016-10;1;1800;10974
VPP;2016-06;1;6000;10974
VPP;2016-09;1;7000;10974
VPP;2016-11;1;2000;10974
Онлайн игры;2016-06;1;10;10974
Предоставление займов;2016-06;1;3800;10974
Предоставление займов;2016-07;1;5700;10974
Предоставление займов;2016-08;1;5800;10974
Предоставление займов;2016-09;2;7300;10974
Предоставление займов;2016-10;3;7500;10974
Предоставление займов;2016-11;1;2900;10974
Служебная;2016-06;1;10;10974
Служебная;2016-07;1;20;10974
Служебная;2016-08;1;20;10974
Служебная;2016-09;1;10;10974
Служебная;2016-10;1;20;10974
Служебная;2016-11;1;30;10974
Служебная;2016-12;1;30;10974
Сотовая связь;2016-06;10;1100;10974
Сотовая связь;2016-07;14;1300;10974
Сотовая связь;2016-08;13;1300;10974
Сотовая связь;2016-09;9;1000;10974
Сотовая связь;2016-10;14;1500;10974
Сотовая связь;2016-11;11;1500;10974
Сотовая связь;2016-12;1;40;10974
Сотовая связь;2016-09;1;150;5761
Электронные деньги;2016-09;1;10900;5761
Интернет;2016-06;1;600;1523
Интернет;2016-08;1;600;1523
Интернет;2016-09;1;600;1523
Интернет;2016-10;1;600;1523
Интернет;2016-11;1;600;1523
Информационные услуги;2016-07;1;30;1523
Информационные услуги;2016-11;1;30;1523
Погашение кредитов;2016-06;1;2700;1523
Погашение кредитов;2016-07;1;2500;1523
Погашение кредитов;2016-08;1;2600;1523
Погашение кредитов;2016-09;1;2400;1523
Погашение кредитов;2016-10;1;2500;1523
Погашение кредитов;2016-11;1;2500;1523
Сотовая связь;2016-06;1;100;1523
Сотовая связь;2016-07;1;60;1523
Сотовая связь;2016-09;1;80;1523
Сотовая связь;2016-10;1;250;1523
Телевидение;2016-06;1;350;1523
Телевидение;2016-08;2;700;1523
Телевидение;2016-09;2;1600;1523
Телевидение;2016-10;1;350;1523
Телевидение;2016-11;1;350;1523
Интернет магазины;2016-06;3;350;9597
Интернет магазины;2016-08;2;300;9597
Интернет магазины;2016-10;6;2200;9597
Интернет магазины;2016-11;5;1900;9597
Онлайн игры;2016-07;1;100;9597
Погашение кредитов;2016-06;1;3500;3600
Погашение кредитов;2016-07;2;8300;3600
Сотовая связь;2016-07;1;150;3600
QVP;2016-08;20;2000;6831
Интернет магазины;2016-08;1;700;6831
Интернет магазины;2016-09;1;80;6831
Интернет магазины;2016-10;2;100;6831
Интернет магазины;2016-11;3;1700;6831
Онлайн игры;2016-10;2;40;6831
Онлайн игры;2016-11;1;50;6831
Регистрация доменов;2016-11;1;600;6831
Сотовая связь;2016-06;9;800;6831
Сотовая связь;2016-07;4;700;6831
Сотовая связь;2016-08;3;250;6831
Сотовая связь;2016-09;14;1300;6831
Сотовая связь;2016-10;5;500;6831
Сотовая связь;2016-11;7;1000;6831
Сотовая связь;2016-12;1;300;6831
Хостинг;2016-06;1;1200;6831
Хостинг;2016-07;3;2000;6831
Хостинг;2016-09;2;1900;6831
Интернет магазины;2016-11;6;1300;7840
Погашение кредитов;2016-07;1;4800;7840
Погашение кредитов;2016-08;1;4900;7840
Погашение кредитов;2016-11;1;2800;7840
VPP;2016-07;2;2500;2573
VPP;2016-08;1;2000;2573
VPP;2016-09;2;1900;2573
VPP;2016-10;2;2000;2573
Букмекеры;2016-06;1;100;2573
Букмекеры;2016-07;1;500;2573
Сотовая связь;2016-06;2;100;2573
Сотовая связь;2016-10;1;10;2573
MCMS;2016-11;1;5000;10314
VPP;2016-10;1;5600;10314
VPP;2016-11;3;7500;10314
Букмекеры;2016-07;2;1300;10314
Сотовая связь;2016-07;4;600;10314
Сотовая связь;2016-08;8;3400;10314
Сотовая связь;2016-09;9;1800;10314
Сотовая связь;2016-10;1;50;10314
Сотовая связь;2016-11;2;800;10314
QVP;2016-11;1;200;4724
VPP;2016-11;2;16400;4724
Служебная;2016-07;1;20;4724
Служебная;2016-08;1;20;4724
Служебная;2016-09;2;40;4724
Служебная;2016-10;2;350;4724
Служебная;2016-11;2;250;4724
Служебная;2016-12;1;30;4724
Погашение кредитов;2016-06;1;1000;5795
Погашение кредитов;2016-07;1;1000;5795
Погашение кредитов;2016-08;1;1000;5795
Погашение кредитов;2016-09;1;1400;5795
Погашение кредитов;2016-10;1;2000;5795
Интернет магазины;2016-06;2;20100;9598
Интернет магазины;2016-07;1;200;9598
Интернет магазины;2016-10;1;7900;9598
Сотовая связь;2016-06;1;250;9598
VPP;2016-11;2;10000;6837
Сотовая связь;2016-06;1;10;6837
Сотовая связь;2016-11;1;800;6837
Погашение кредитов;2016-06;1;8900;9257
Погашение кредитов;2016-08;1;9200;9257
Погашение кредитов;2016-09;1;9000;9257
Погашение кредитов;2016-10;1;9700;9257
VPP;2016-09;1;500;2561
VPP;2016-11;1;2000;2561
Букмекеры;2016-09;3;1000;2561
Букмекеры;2016-10;4;600;2561
Букмекеры;2016-11;9;4500;2561
Оплата подписки;2016-06;3;600;2561
Оплата подписки;2016-07;1;250;2561
Оплата подписки;2016-08;1;250;2561
Оплата подписки;2016-09;1;250;2561
VPP;2016-07;2;4900;6805
VPP;2016-08;2;4800;6805
Погашение кредитов;2016-07;3;7400;6805
Погашение кредитов;2016-08;1;500;6805
Погашение кредитов;2016-10;1;900;6805
Погашение кредитов;2016-11;1;1000;6805
Госуслуги;2016-09;1;500;3597
Погашение кредитов;2016-06;4;13400;3597
Погашение кредитов;2016-07;4;13300;3597
Погашение кредитов;2016-08;1;3900;3597
Погашение кредитов;2016-09;3;13300;3597
Погашение кредитов;2016-11;2;12500;3597
VPP;2016-10;1;300;4700
Погашение кредитов;2016-09;1;2000;4700
Сотовая связь;2016-11;2;4800;4700
Форекс;2016-11;1;350;4700
Форекс;2016-07;1;1000;4687
Форекс;2016-08;2;7500;4687
Форекс;2016-09;2;1900;4687
Форекс;2016-10;2;13000;4687
Форекс;2016-11;2;9500;4687
Форекс;2016-12;1;6500;4687
Госуслуги;2016-06;5;9800;7825
Госуслуги;2016-07;3;8600;7825
Госуслуги;2016-08;4;7100;7825
Госуслуги;2016-09;3;3800;7825
Госуслуги;2016-10;2;2900;7825
Госуслуги;2016-11;10;8100;7825
Госуслуги;2016-12;1;1000;7825
Госуслуги;2016-06;1;500;521
Погашение кредитов;2016-07;3;11100;521
QVC;2016-09;1;900;2558
QVC;2016-10;1;3200;2558
Интернет;2016-06;1;1100;2558
Интернет;2016-08;1;200;2558
Интернет;2016-09;1;1000;2558
Интернет;2016-10;1;20;2558
Интернет;2016-11;5;10;2558
Онлайн игры;2016-06;1;2300;2558
Онлайн игры;2016-08;1;2500;2558
Онлайн игры;2016-09;2;1900;2558
Онлайн игры;2016-10;3;6200;2558
Онлайн игры;2016-11;2;3900;2558
Служебная;2016-07;1;20;2558
Служебная;2016-08;1;20;2558
Служебная;2016-09;1;20;2558
Служебная;2016-10;1;30;2558
Служебная;2016-11;1;30;2558
Служебная;2016-12;1;30;2558
Сотовая связь;2016-06;3;800;2558
Сотовая связь;2016-07;3;1000;2558
Сотовая связь;2016-08;4;1000;2558
Сотовая связь;2016-09;3;500;2558
Сотовая связь;2016-10;2;300;2558
Сотовая связь;2016-11;4;500;2558
Электронные деньги;2016-06;2;600;2558
Электронные деньги;2016-07;1;300;2558
Электронные деньги;2016-08;1;300;2558
Электронные деньги;2016-09;1;300;2558
Электронные деньги;2016-10;1;300;2558
Электронные деньги;2016-11;5;1200;2558
QVP;2016-06;2;300;4689
QVP;2016-07;5;1200;4689
QVP;2016-08;7;1900;4689
QVP;2016-09;6;1300;4689
QVP;2016-10;10;3400;4689
QVP;2016-11;6;900;4689
Интернет;2016-06;1;900;4689
Интернет;2016-07;1;900;4689
Интернет;2016-08;1;900;4689
Интернет;2016-09;1;900;4689
Интернет;2016-10;1;900;4689
Служебная;2016-07;1;10;4689
Служебная;2016-08;1;20;4689
Служебная;2016-09;1;20;4689
Служебная;2016-10;1;30;4689
Служебная;2016-11;1;10;4689
Сотовая связь;2016-06;8;1200;4689
Сотовая связь;2016-07;2;100;4689
Сотовая связь;2016-08;3;150;4689
Сотовая связь;2016-09;2;100;4689
Сотовая связь;2016-10;4;150;4689
Сотовая связь;2016-11;2;50;4689
Телевидение;2016-09;1;1200;4689
MLM;2016-09;1;2000;537
MLM;2016-11;1;7300;537
VPP;2016-06;3;10200;537
VPP;2016-07;2;8600;537
VPP;2016-09;2;7600;537
Госуслуги;2016-07;1;350;537
Денежные переводы;2016-07;1;5500;537
Денежные переводы;2016-08;1;10000;537
Интернет;2016-06;1;500;537
Интернет;2016-07;1;500;537
Интернет;2016-08;1;500;537
Интернет;2016-09;1;500;537
Интернет магазины;2016-06;3;2100;537
Интернет магазины;2016-09;1;100;537
Погашение кредитов;2016-06;2;3500;537
Погашение кредитов;2016-07;2;4100;537
Погашение кредитов;2016-08;2;3100;537
Погашение кредитов;2016-09;2;2600;537
Погашение кредитов;2016-10;1;1800;537
Погашение кредитов;2016-11;1;1600;537
Сотовая связь;2016-06;8;1300;537
Сотовая связь;2016-07;16;2800;537
Сотовая связь;2016-08;8;1800;537
Сотовая связь;2016-09;7;800;537
Сотовая связь;2016-10;2;150;537
Сотовая связь;2016-11;2;500;537
Телевидение;2016-09;1;2000;537
QVC;2016-07;1;200;4697
QVC;2016-08;1;300;4697
QVC;2016-09;1;400;4697
QVC;2016-10;1;200;4697
QVC;2016-11;1;250;4697
ЖКУ;2016-06;2;500;4697
ЖКУ;2016-07;3;2300;4697
ЖКУ;2016-09;2;1200;4697
ЖКУ;2016-10;2;1200;4697
ЖКУ;2016-11;4;4100;4697
Интернет магазины;2016-07;1;200;4697
Интернет магазины;2016-09;3;1400;4697
Интернет магазины;2016-11;2;4100;4697
Онлайн игры;2016-08;3;300;4697
Онлайн игры;2016-09;1;400;4697
Онлайн игры;2016-11;4;2700;4697
Сотовая связь;2016-06;3;1200;4697
Сотовая связь;2016-07;3;1400;4697
Сотовая связь;2016-08;4;1400;4697
Сотовая связь;2016-09;1;350;4697
Сотовая связь;2016-10;3;700;4697
Сотовая связь;2016-11;4;600;4697
Телевидение;2016-06;2;450;4697
Телевидение;2016-08;1;300;4697
Госуслуги;2016-06;1;250;4722
ЖКУ;2016-06;1;1200;4722
ЖКУ;2016-07;3;2500;4722
ЖКУ;2016-08;1;600;4722
ЖКУ;2016-09;3;2400;4722
ЖКУ;2016-10;3;2700;4722
ЖКУ;2016-11;1;1700;4722
Онлайн игры;2016-11;1;700;4722
Сотовая связь;2016-06;3;300;4722
Сотовая связь;2016-07;4;1200;4722
Сотовая связь;2016-09;2;400;4722
Сотовая связь;2016-10;1;200;4722
Сотовая связь;2016-11;2;600;4722
Телевидение;2016-07;1;1200;4722
Телевидение;2016-09;1;1200;4722
Телевидение;2016-10;2;2400;4722
Интернет магазины;2016-10;2;7000;1543
Сотовая связь;2016-07;2;200;1543
Сотовая связь;2016-09;1;150;1543
Сотовая связь;2016-11;1;100;1543
MCMS;2016-06;1;500;5759
QVP;2016-06;1;150;5759
VPP;2016-06;2;2500;5759
VPP;2016-09;2;17100;5759
Интернет магазины;2016-06;1;450;5759
Интернет магазины;2016-07;1;200;5759
Онлайн общение;2016-06;5;600;5759
Онлайн общение;2016-09;1;100;5759
Онлайн общение;2016-10;2;200;5759
Погашение кредитов;2016-06;1;3000;5759
Погашение кредитов;2016-07;1;3000;5759
Погашение кредитов;2016-08;1;3100;5759
Погашение кредитов;2016-09;1;3100;5759
Погашение кредитов;2016-10;1;3300;5759
Погашение кредитов;2016-11;1;3300;5759
Сотовая связь;2016-06;4;1300;5759
Сотовая связь;2016-09;3;450;5759
Сотовая связь;2016-10;1;200;5759
Сотовая связь;2016-11;1;250;5759
Электронные деньги;2016-10;4;900;5759
Электронные деньги;2016-11;5;600;5759
QVC;2016-09;4;500;6810
QVC;2016-11;17;5200;6810
Интернет магазины;2016-10;1;1000;6810
Погашение кредитов;2016-09;2;9500;9948
Служебная;2016-08;1;30;9948
Служебная;2016-09;1;80;9948
Контент;2016-08;2;600;6811
Контент;2016-11;5;1500;6811
Онлайн игры;2016-09;1;2000;6811
Хостинг;2016-11;2;400;6811
VPP;2016-06;1;3000;4691
VPP;2016-07;2;9800;4691
VPP;2016-08;2;9700;4691
VPP;2016-09;2;9700;4691
VPP;2016-10;2;9700;4691
VPP;2016-11;2;6500;4691
Погашение кредитов;2016-09;2;8400;2559
Погашение кредитов;2016-10;1;1500;2559
Погашение кредитов;2016-11;1;6300;2559
ЖКУ;2016-07;1;600;5798
Погашение кредитов;2016-07;1;5000;5798
Погашение кредитов;2016-10;1;3900;5798
Сотовая связь;2016-07;2;350;5798
Сотовая связь;2016-08;1;300;5798
QVC;2016-08;1;4000;20
QVC;2016-09;1;70;20
Госуслуги;2016-07;2;800;20
Интернет магазины;2016-09;1;800;20
Онлайн общение;2016-07;1;400;20
Онлайн общение;2016-09;2;800;20
Онлайн общение;2016-11;5;1600;20
Онлайн общение;2016-12;1;300;20
Электронные деньги;2016-11;1;100;20
ЖКУ;2016-06;2;1500;3611
ЖКУ;2016-07;2;1000;3611
ЖКУ;2016-08;2;1200;3611
ЖКУ;2016-09;2;1000;3611
ЖКУ;2016-10;2;800;3611
ЖКУ;2016-11;2;2500;3611
ЖКУ;2016-12;1;2200;3611
MCMS;2016-08;1;4800;5818
MLM;2016-06;12;15900;5818
MLM;2016-07;18;29700;5818
MLM;2016-08;13;14200;5818
MLM;2016-09;9;7300;5818
MLM;2016-10;30;41500;5818
MLM;2016-11;35;65600;5818
MLM;2016-12;4;5200;5818
Служебная;2016-06;1;10;5818
Служебная;2016-07;1;20;5818
Погашение кредитов;2016-06;1;1500;2572
Погашение кредитов;2016-07;1;1400;2572
Погашение кредитов;2016-08;1;1400;2572
Погашение кредитов;2016-10;1;1700;2572
Погашение кредитов;2016-11;1;1200;2572
QVC;2016-06;9;1900;3616
QVC;2016-07;8;3500;3616
QVC;2016-08;3;900;3616
QVC;2016-09;5;4100;3616
QVC;2016-10;6;1200;3616
VPP;2016-09;1;8200;3616
Сотовая связь;2016-06;1;1000;3616
Сотовая связь;2016-07;2;800;3616
Сотовая связь;2016-08;1;700;3616
Сотовая связь;2016-09;2;1300;3616
Сотовая связь;2016-10;2;1100;3616
Сотовая связь;2016-11;2;3000;3616
QVC;2016-06;3;8800;529
QVC;2016-09;2;2700;529
QVC;2016-11;1;3500;529
Интернет;2016-06;1;200;529
Интернет;2016-07;1;600;529
Интернет;2016-08;2;600;529
Интернет;2016-09;1;600;529
Интернет;2016-10;2;700;529
Интернет;2016-11;1;600;529
Интернет магазины;2016-09;1;500;529
Интернет магазины;2016-11;1;3900;529
Контент;2016-08;1;1500;529
Сотовая связь;2016-09;1;200;529
Сотовая связь;2016-10;1;250;529
Телевидение;2016-11;1;1200;529
Электронные деньги;2016-07;1;350;529
MCMS;2016-06;4;14100;7872
Погашение кредитов;2016-06;1;5900;7872
Погашение кредитов;2016-07;5;22500;7872
Погашение кредитов;2016-08;4;39400;7872
Погашение кредитов;2016-09;3;34400;7872
Погашение кредитов;2016-10;4;44300;7872
Погашение кредитов;2016-11;1;14800;7872
MCMS;2016-11;1;300;3617
VPP;2016-11;1;80;3617
Предоставление займов;2016-10;2;6200;3617
Предоставление займов;2016-11;2;6400;3617
Служебная;2016-10;1;20;3617
Служебная;2016-11;1;30;3617
Сотовая связь;2016-10;1;100;3617
Телевидение;2016-11;1;350;3617
Интернет;2016-06;2;500;6813
Интернет;2016-07;1;500;6813
Интернет;2016-08;1;500;6813
Интернет;2016-09;1;500;6813
Интернет;2016-10;1;500;6813
Интернет;2016-11;2;1000;6813
Интернет магазины;2016-07;1;1700;6813
Интернет магазины;2016-09;2;2900;6813
Служебная;2016-07;2;20;6813
Служебная;2016-08;1;20;6813
Служебная;2016-09;1;20;6813
Служебная;2016-10;1;30;6813
Служебная;2016-11;2;30;6813
Сотовая связь;2016-10;1;300;6813
QVC;2016-06;9;9900;8571
QVC;2016-07;2;2500;8571
QVC;2016-08;4;6000;8571
QVC;2016-11;13;10900;8571
Информационные услуги;2016-09;1;200;8571
ЖКУ;2016-06;2;2600;5766
ЖКУ;2016-09;1;200;5766
ЖКУ;2016-10;2;3300;5766
Информационные услуги;2016-07;1;100;5766
Местная связь;2016-06;1;200;5766
Местная связь;2016-07;1;150;5766
Сотовая связь;2016-06;2;500;5766
Сотовая связь;2016-07;4;350;5766
Сотовая связь;2016-09;1;100;5766
Интернет;2016-06;1;200;7854
Сотовая связь;2016-06;2;1700;7854
Интернет магазины;2016-06;15;4000;6832
Интернет магазины;2016-11;12;900;6832
Онлайн игры;2016-06;1;150;6832
Госуслуги;2016-09;2;1100;4692
Интернет магазины;2016-07;2;1200;4692
